warmup,bias_v,h1_signed_v,h2_signed_v,h2_filt_signed_v,dc_v,k_fit,k_h2_signed_v,k_h2_filt_signed_v,k_h2_signed_over_dc,k_h2_filt_signed_over_dc
0,5.825,-0.086109,9.6e-05,-1.937611600850964e-05,0.420379,557.8999551650293,0.05355839569584281,-0.010809934252419934,0.12740502188701816,-0.025714734209891392
0,5.925,-0.081266,0.000459,4.518298468353338e-06,0.389238,557.8999551650293,0.25607607942074845,0.0025207585129165475,0.6578907491579662,0.0064761367413164895
0,6.025,-0.082462,-2.1e-05,3.225726589129037e-06,0.358637,557.8999551650293,-0.011715899058465614,0.0017996327194497327,-0.03266784815416595,0.0050179784000249075
0,6.125,-0.079271,-8e-05,-9.560316168913067e-07,0.328954,557.8999551650293,-0.04463199641320235,-0.0005333699962000104,-0.13567853381689338,-0.0016214121007800798
0,6.225,-0.07571,0.0002,9.108705779648508e-06,0.29989,557.8999551650293,0.11157999103300587,0.0050817465460773455,0.3720697290106568,0.016945368455358118
0,6.325,-0.074635,1.7e-05,9.506016930957182e-06,0.271699,557.8999551650293,0.009484299237805497,0.005303406419579021,0.03490737631645864,0.01951941825173821
0,6.425,-0.069575,-0.000321,-7.0230984106377765e-06,0.244542,557.8999551650293,-0.1790858856079744,-0.003918186288414404,-0.7323318105191516,-0.016022549453322554
0,6.525,-0.067441,0.000127,-3.4260123854646537e-07,0.218301,557.8999551650293,0.07085329430595871,-0.00019113721562455654,0.32456697086114455,-0.0008755672929787612
0,6.625,-0.064365,0.000138,6.5873912473810004e-06,0.19323,557.8999551650293,0.07699019381277404,0.0036751052815683664,0.39843809870503566,0.019019330753859993
0,6.725,-0.058378,0.000109,1.1699459782208621e-05,0.16945,557.8999551650293,0.06081109511298819,0.006527128087949253,0.3588733851459911,0.038519492994684296
