t_s,state,locked,bias_v,err,h1_v,h2_v,dc_v,vpi_v,null_v,peak_v,quad_v,target_v
90.336,LOCKED,1,-1.617000,-0.001500,0.161300,0.000400,0.101400,5.444000,-2.852000,2.573000,-0.139000,-1.491000
91.338,LOCKED,1,-1.610000,0.002200,0.160900,0.000400,0.101600,5.444000,-2.852000,2.573000,-0.139000,-1.491000
92.341,LOCKED,1,-1.618000,-0.003500,0.161100,0.000400,0.102100,5.444000,-2.852000,2.573000,-0.139000,-1.491000
93.346,LOCKED,1,-1.618000,-0.003600,0.161000,0.000400,0.102100,5.444000,-2.852000,2.573000,-0.139000,-1.491000
94.351,LOCKED,1,-1.602000,0.007200,0.160700,0.000400,0.101200,5.444000,-2.852000,2.573000,-0.139000,-1.491000
95.361,LOCKED,1,-1.616000,-0.002000,0.161100,0.000400,0.101700,5.444000,-2.852000,2.573000,-0.139000,-1.491000
96.366,LOCKED,1,-1.602000,0.006300,0.160700,0.000400,0.101300,5.444000,-2.852000,2.573000,-0.139000,-1.491000
97.377,LOCKED,1,-1.605000,0.004500,0.160900,0.000400,0.101300,5.444000,-2.852000,2.573000,-0.139000,-1.491000
98.381,LOCKED,1,-1.619000,-0.003000,0.161200,0.000400,0.101500,5.444000,-2.852000,2.573000,-0.139000,-1.491000
99.385,LOCKED,1,-1.605000,0.006400,0.160200,0.000400,0.100600,5.444000,-2.852000,2.573000,-0.139000,-1.491000
100.387,LOCKED,1,-1.620000,-0.003400,0.161100,0.000400,0.101300,5.444000,-2.852000,2.573000,-0.139000,-1.491000
101.392,LOCKED,1,-1.608000,0.004500,0.160300,0.000400,0.100700,5.444000,-2.852000,2.573000,-0.139000,-1.491000
102.393,LOCKED,1,-1.606000,0.004400,0.160600,0.000400,0.101100,5.444000,-2.852000,2.573000,-0.139000,-1.491000
103.398,LOCKED,1,-1.629000,-0.009600,0.160900,0.000400,0.102100,5.444000,-2.852000,2.573000,-0.139000,-1.491000
104.403,LOCKED,1,-1.606000,0.005600,0.160200,0.000400,0.100600,5.444000,-2.852000,2.573000,-0.139000,-1.491000
105.405,LOCKED,1,-1.623000,-0.005300,0.161000,0.000400,0.101400,5.444000,-2.852000,2.573000,-0.139000,-1.491000
106.408,LOCKED,1,-1.604000,0.005700,0.160700,0.000400,0.101000,5.444000,-2.852000,2.573000,-0.139000,-1.491000
107.416,LOCKED,1,-1.619000,-0.004100,0.160900,0.000400,0.101000,5.444000,-2.852000,2.573000,-0.139000,-1.491000
108.421,LOCKED,1,-1.608000,0.005800,0.161000,0.000400,0.101000,5.444000,-2.852000,2.573000,-0.139000,-1.491000
109.421,LOCKED,1,-1.614000,-0.001500,0.160800,0.000400,0.101500,5.444000,-2.852000,2.573000,-0.139000,-1.491000
110.425,LOCKED,1,-1.625000,-0.007500,0.160100,0.000400,0.100400,5.444000,-2.852000,2.573000,-0.139000,-1.491000
111.428,LOCKED,1,-1.628000,-0.009100,0.160000,0.000400,0.100300,5.444000,-2.852000,2.573000,-0.139000,-1.491000
112.434,LOCKED,1,-1.619000,-0.003800,0.161000,0.000400,0.101800,5.444000,-2.852000,2.573000,-0.139000,-1.491000
113.437,LOCKED,1,-1.613000,0.000300,0.160700,0.000400,0.101300,5.444000,-2.852000,2.573000,-0.139000,-1.491000
114.443,LOCKED,1,-1.599000,0.009000,0.160400,0.000400,0.100600,5.444000,-2.852000,2.573000,-0.139000,-1.491000
115.448,LOCKED,1,-1.618000,-0.001300,0.160900,0.000400,0.100700,5.444000,-2.852000,2.573000,-0.139000,-1.491000
116.451,LOCKED,1,-1.606000,0.005500,0.160300,0.000400,0.100600,5.444000,-2.852000,2.573000,-0.139000,-1.491000
117.454,LOCKED,1,-1.618000,-0.002700,0.160800,0.000400,0.101300,5.444000,-2.852000,2.573000,-0.139000,-1.491000
118.460,LOCKED,1,-1.604000,0.005400,0.160400,0.000400,0.100700,5.444000,-2.852000,2.573000,-0.139000,-1.491000
119.465,LOCKED,1,-1.625000,-0.009000,0.161000,0.000400,0.102500,5.444000,-2.852000,2.573000,-0.139000,-1.491000
120.468,LOCKED,1,-1.605000,0.005100,0.160700,0.000400,0.100900,5.444000,-2.852000,2.573000,-0.139000,-1.491000
121.474,LOCKED,1,-1.623000,-0.006800,0.160900,0.000400,0.101900,5.444000,-2.852000,2.573000,-0.139000,-1.491000
122.476,LOCKED,1,-1.603000,0.006900,0.160000,0.000400,0.100500,5.444000,-2.852000,2.573000,-0.139000,-1.491000
123.481,LOCKED,1,-1.619000,-0.003300,0.160900,0.000400,0.101200,5.444000,-2.852000,2.573000,-0.139000,-1.491000
124.484,LOCKED,1,-1.606000,0.004000,0.160500,0.000400,0.101000,5.444000,-2.852000,2.573000,-0.139000,-1.491000
125.489,LOCKED,1,-1.614000,-0.001100,0.160800,0.000400,0.101000,5.444000,-2.852000,2.573000,-0.139000,-1.491000
126.494,LOCKED,1,-1.621000,-0.005100,0.160800,0.000400,0.101400,5.444000,-2.852000,2.573000,-0.139000,-1.491000
127.494,LOCKED,1,-1.604000,0.006500,0.159700,0.000400,0.100000,5.444000,-2.852000,2.573000,-0.139000,-1.491000
128.499,LOCKED,1,-1.609000,0.003200,0.160500,0.000400,0.100600,5.444000,-2.852000,2.573000,-0.139000,-1.491000
129.504,LOCKED,1,-1.612000,0.000300,0.160700,0.000400,0.101000,5.444000,-2.852000,2.573000,-0.139000,-1.491000
130.507,LOCKED,1,-1.620000,-0.004600,0.160600,0.000400,0.101400,5.444000,-2.852000,2.573000,-0.139000,-1.491000
131.512,LOCKED,1,-1.610000,0.000600,0.160400,0.000400,0.101500,5.444000,-2.852000,2.573000,-0.139000,-1.491000
132.512,LOCKED,1,-1.623000,-0.006300,0.160600,0.000400,0.101300,5.444000,-2.852000,2.573000,-0.139000,-1.491000
133.517,LOCKED,1,-1.608000,0.004700,0.159900,0.000400,0.100200,5.444000,-2.852000,2.573000,-0.139000,-1.491000
134.520,LOCKED,1,-1.621000,-0.007000,0.160600,0.000400,0.102100,5.444000,-2.852000,2.573000,-0.139000,-1.491000
135.522,LOCKED,1,-1.607000,0.003700,0.160200,0.000400,0.100500,5.444000,-2.852000,2.573000,-0.139000,-1.491000
136.524,LOCKED,1,-1.618000,-0.003400,0.160700,0.000400,0.101100,5.444000,-2.852000,2.573000,-0.139000,-1.491000
137.528,LOCKED,1,-1.611000,0.001100,0.160300,0.000400,0.100800,5.444000,-2.852000,2.573000,-0.139000,-1.491000
138.532,LOCKED,1,-1.607000,0.004000,0.160100,0.000400,0.100500,5.444000,-2.852000,2.573000,-0.139000,-1.491000
139.536,LOCKED,1,-1.625000,-0.005700,0.160500,0.000400,0.100500,5.444000,-2.852000,2.573000,-0.139000,-1.491000
140.540,LOCKED,1,-1.609000,0.002300,0.160400,0.000400,0.100600,5.444000,-2.852000,2.573000,-0.139000,-1.491000
141.546,LOCKED,1,-1.617000,-0.004400,0.160600,0.000400,0.101600,5.444000,-2.852000,2.573000,-0.139000,-1.491000
142.550,LOCKED,1,-1.605000,0.006500,0.160200,0.000400,0.100000,5.444000,-2.852000,2.573000,-0.139000,-1.491000
143.555,LOCKED,1,-1.618000,-0.004500,0.160500,0.000400,0.101500,5.444000,-2.852000,2.573000,-0.139000,-1.491000
144.560,LOCKED,1,-1.606000,0.006000,0.159700,0.000400,0.099900,5.444000,-2.852000,2.573000,-0.139000,-1.491000
145.565,LOCKED,1,-1.626000,-0.008500,0.160400,0.000400,0.101400,5.444000,-2.852000,2.573000,-0.139000,-1.491000
146.565,LOCKED,1,-1.601000,0.008700,0.159400,0.000400,0.099700,5.444000,-2.852000,2.573000,-0.139000,-1.491000
147.570,LOCKED,1,-1.622000,-0.006600,0.160400,0.000400,0.101500,5.444000,-2.852000,2.573000,-0.139000,-1.491000
148.572,LOCKED,1,-1.613000,0.000500,0.160200,0.000400,0.100400,5.444000,-2.852000,2.573000,-0.139000,-1.491000
149.577,LOCKED,1,-1.609000,0.002300,0.160200,0.000400,0.100300,5.444000,-2.852000,2.573000,-0.139000,-1.491000
150.583,LOCKED,1,-1.612000,0.000100,0.160300,0.000400,0.100600,5.444000,-2.852000,2.573000,-0.139000,-1.491000
151.587,LOCKED,1,-1.622000,-0.004400,0.160500,0.000400,0.100400,5.444000,-2.852000,2.573000,-0.139000,-1.491000
152.590,LOCKED,1,-1.610000,0.004200,0.159500,0.000400,0.099600,5.444000,-2.852000,2.573000,-0.139000,-1.491000
153.598,LOCKED,1,-1.624000,-0.007000,0.160300,0.000400,0.101100,5.444000,-2.852000,2.573000,-0.139000,-1.491000
154.602,LOCKED,1,-1.608000,0.003400,0.159900,0.000400,0.100300,5.444000,-2.852000,2.573000,-0.139000,-1.491000
155.607,LOCKED,1,-1.625000,-0.007400,0.160400,0.000400,0.101100,5.444000,-2.852000,2.573000,-0.139000,-1.491000
156.611,LOCKED,1,-1.600000,0.008000,0.159900,0.000400,0.100100,5.444000,-2.852000,2.573000,-0.139000,-1.491000
157.613,LOCKED,1,-1.619000,-0.004500,0.160200,0.000400,0.100900,5.444000,-2.852000,2.573000,-0.139000,-1.491000
158.616,LOCKED,1,-1.609000,0.002700,0.159900,0.000400,0.100200,5.444000,-2.852000,2.573000,-0.139000,-1.491000
159.617,LOCKED,1,-1.623000,-0.005500,0.160300,0.000400,0.100700,5.444000,-2.852000,2.573000,-0.139000,-1.491000
160.622,LOCKED,1,-1.607000,0.002900,0.160000,0.000400,0.100600,5.444000,-2.852000,2.573000,-0.139000,-1.491000
161.625,LOCKED,1,-1.623000,-0.006100,0.160400,0.000400,0.099600,5.444000,-2.852000,2.573000,-0.139000,-1.491000
162.626,LOCKED,1,-1.603000,0.007100,0.159600,0.000400,0.100800,5.444000,-2.852000,2.573000,-0.139000,-1.491000
163.631,LOCKED,1,-1.621000,-0.006100,0.160200,0.000400,0.100000,5.444000,-2.852000,2.573000,-0.139000,-1.491000
164.631,LOCKED,1,-1.606000,0.004700,0.160200,0.000400,0.100500,5.444000,-2.852000,2.573000,-0.139000,-1.491000
165.635,LOCKED,1,-1.630000,-0.009000,0.158900,0.000400,0.098900,5.444000,-2.852000,2.573000,-0.139000,-1.491000
166.639,LOCKED,1,-1.609000,0.003500,0.160200,0.000400,0.100200,5.444000,-2.852000,2.573000,-0.139000,-1.491000
167.645,LOCKED,1,-1.606000,0.004400,0.160000,0.000400,0.100300,5.444000,-2.852000,2.573000,-0.139000,-1.491000
168.651,LOCKED,1,-1.621000,-0.006200,0.160200,0.000400,0.101200,5.444000,-2.852000,2.573000,-0.139000,-1.491000
169.652,LOCKED,1,-1.603000,0.007200,0.159200,0.000400,0.099400,5.444000,-2.852000,2.573000,-0.139000,-1.491000
170.657,LOCKED,1,-1.621000,-0.006500,0.160200,0.000400,0.101100,5.444000,-2.852000,2.573000,-0.139000,-1.491000
171.662,LOCKED,1,-1.613000,0.001200,0.159800,0.000400,0.100100,5.444000,-2.852000,2.573000,-0.139000,-1.491000
172.666,LOCKED,1,-1.609000,0.002300,0.160100,0.000400,0.100100,5.444000,-2.852000,2.573000,-0.139000,-1.491000
173.670,LOCKED,1,-1.604000,0.005100,0.159900,0.000400,0.100000,5.444000,-2.852000,2.573000,-0.139000,-1.491000
174.674,LOCKED,1,-1.623000,-0.005800,0.160100,0.000400,0.100400,5.444000,-2.852000,2.573000,-0.139000,-1.491000
175.679,LOCKED,1,-1.607000,0.005800,0.159300,0.000400,0.099300,5.444000,-2.852000,2.573000,-0.139000,-1.491000
176.682,LOCKED,1,-1.619000,-0.003700,0.160300,0.000400,0.100400,5.444000,-2.852000,2.573000,-0.139000,-1.491000
177.689,LOCKED,1,-1.628000,-0.009300,0.160200,0.000400,0.101000,5.444000,-2.852000,2.573000,-0.139000,-1.491000
178.694,LOCKED,1,-1.609000,0.003200,0.159700,0.000400,0.099800,5.444000,-2.852000,2.573000,-0.139000,-1.491000
